,Entry,Protein,Protein name,Gene names,Gene names (primary),yourlist
7281,Q6NUM9,RETST,"All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)",RETSAT PPSIG UNQ439/PRO872,RETSAT,Q6NUM9
7282,Q6NUN0,ACSM5,"Acyl-coenzyme A synthetase ACSM5, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 5)",ACSM5 MACS3,ACSM5,Q6NUN0
7283,Q6NUP7,PP4R4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,PPP4R4 KIAA1622 PP4R4,PPP4R4,Q6NUP7
7284,Q6NUQ1,RINT1,RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1),RINT1,RINT1,Q6NUQ1
7285,Q6NUQ4,TM214,Transmembrane protein 214,TMEM214 PP446,TMEM214,Q6NUQ4
7286,Q6NV74,CRCDL,CRACD-like protein,CRACDL C2orf55 KIAA1211L,CRACDL,Q6NV74
7287,Q6NVV1,R13P3,Putative 60S ribosomal protein L13a protein RPL13AP3 (60S ribosomal protein L13a pseudogene 3),RPL13AP3,RPL13AP3,Q6NVV1
7288,Q6NVY1,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)",HIBCH,HIBCH,Q6NVY1
7289,Q6NW29,RWDD4,RWD domain-containing protein 4 (Protein FAM28A),RWDD4 FAM28A RWDD4A,RWDD4,Q6NW29
7290,Q6NW40,RGMB,Repulsive guidance molecule B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON),RGMB,RGMB,Q6NW40
7291,Q6NWY9,PR40B,Pre-mRNA-processing factor 40 homolog B (Huntingtin yeast partner C) (Huntingtin-interacting protein C),PRPF40B HYPC,PRPF40B,Q6NWY9
7292,Q6NXE6,ARMC6,Armadillo repeat-containing protein 6,ARMC6,ARMC6,Q6NXE6
7293,Q6NXH9,K2C73_MOUSE,"Keratin, type II cytoskeletal 73 (Cytokeratin-73) (CK-73) (Keratin-73) (K73) (Type II inner root sheath-specific keratin-K6irs3) (Type-II keratin Kb36)",Krt73 Kb36,Krt73,Q6NXH9
7294,Q6NXS1,IPP2B,"Protein phosphatase inhibitor 2 family member B (PPP1R2 family member B) (Protein phosphatase 1, regulatory subunit 2 pseudogene 3) (Protein phosphatase inhibitor 2-like protein 3)",PPP1R2B PPP1R2P3,PPP1R2B,Q6NXS1
7295,Q6NXT1,ANR54,Ankyrin repeat domain-containing protein 54 (Lyn-interacting ankyrin repeat protein),ANKRD54 LIAR,ANKRD54,Q6NXT1
7296,Q6NXT2,H3C,Histone H3.3C (Histone H3.5),H3-5 H3F3C,H3-5,Q6NXT2
7297,Q6NXT6,TAPT1,Transmembrane anterior posterior transformation protein 1 homolog (Cytomegalovirus partial fusion receptor),TAPT1 CMVFR,TAPT1,Q6NXT6
7298,Q6NY19,KANK3,KN motif and ankyrin repeat domain-containing protein 3 (Ankyrin repeat domain-containing protein 47),KANK3 ANKRD47,KANK3,Q6NY19
7299,Q6NYC1,JMJD6,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR),JMJD6 KIAA0585 PSR PTDSR,JMJD6,Q6NYC1
7300,Q6NYC8,PPR18,Phostensin (Protein phosphatase 1 F-actin cytoskeleton-targeting subunit) (Protein phosphatase 1 regulatory subunit 18),PPP1R18 HKMT1098 KIAA1949,PPP1R18,Q6NYC8
7301,Q6NZI2,CAVN1,Caveolae-associated protein 1 (Cavin-1) (Polymerase I and transcript release factor),CAVIN1 PTRF FKSG13,CAVIN1,Q6NZI2
7302,Q6P0Q8,MAST2,Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1),MAST2 KIAA0807 MAST205,MAST2,Q6P0Q8
7303,Q6P158,DHX57,Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57),DHX57,DHX57,Q6P158
7304,Q6P161,RM54,"39S ribosomal protein L54, mitochondrial (L54mt) (MRP-L54) (Mitochondrial large ribosomal subunit protein mL54)",MRPL54,MRPL54,Q6P161
7305,Q6P179,ERAP2,Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP),ERAP2 LRAP,ERAP2,Q6P179
7306,Q6P1A2,MBOA5,Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5),LPCAT3 MBOAT5 OACT5,LPCAT3,Q6P1A2
7307,Q6P1J9,CDC73,Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein),CDC73 C1orf28 HRPT2,CDC73,Q6P1J9
7308,Q6P1L5,F117B,Protein FAM117B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 13 protein),FAM117B ALS2CR13,FAM117B,Q6P1L5
7309,Q6P1L8,RM14,"39S ribosomal protein L14, mitochondrial (L14mt) (MRP-L14) (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein uL14m)",MRPL14 MRPL32 RPML32,MRPL14,Q6P1L8
7310,Q6P1M0,S27A4,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),SLC27A4 ACSVL4 FATP4,SLC27A4,Q6P1M0
7311,Q6P1N0,C2D1A,Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N),CC2D1A AKI1,CC2D1A,Q6P1N0
7312,Q6P1N9,TATD1,Deoxyribonuclease TATDN1 (EC 3.1.21.-) (Hepatocarcinoma high expression protein),TATDN1 CDA11,TATDN1,Q6P1N9
7313,Q6P1Q0,LTMD1,LETM1 domain-containing protein 1 (Cervical cancer 1 proto-oncogene protein p40) (Cervical cancer proto-oncogene 2 protein) (HCCR-1) (HCRR-2),LETMD1,LETMD1,Q6P1Q0
7314,Q6P1S2,CC033,Protein C3orf33 (Protein AC3-33),C3orf33 MSTP052,C3orf33,Q6P1S2
7315,Q6P1X6,CH082,UPF0598 protein C8orf82,C8orf82,C8orf82,Q6P1X6
7316,Q6P2E9,EDC4,Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls),EDC4 HEDLS,EDC4,Q6P2E9
7317,Q6P2H3,CEP85,Centrosomal protein of 85 kDa (Cep85) (Coiled-coil domain-containing protein 21),CEP85 CCDC21,CEP85,Q6P2H3
7318,Q6P2I3,FAH2B,Fumarylacetoacetate hydrolase domain-containing protein 2B (EC 3.-.-.-),FAHD2B,FAHD2B,Q6P2I3
7319,Q6P2M8,KCC1B,Calcium/calmodulin-dependent protein kinase type 1B (EC 2.7.11.17) (CaM kinase I beta) (CaM kinase IB) (CaM-KI beta) (CaMKI-beta) (Pregnancy up-regulated non-ubiquitously-expressed CaM kinase),PNCK,PNCK,Q6P2M8
7320,Q6P2P2,ANM9,Protein arginine N-methyltransferase 9 (Protein arginine N-methyltransferase 10) (EC 2.1.1.320),PRMT9 PRMT10,PRMT9,Q6P2P2
7321,Q6P2Q0,Q6P2Q0,ABC-type oligopeptide transporter ABCB9 (ABCB9 protein),ABCB9,ABCB9,Q6P2Q0
7322,Q6P2Q9,PRP8,Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220),PRPF8 PRPC8,PRPF8,Q6P2Q9
7323,Q6P2S7,TTC41,Putative tetratricopeptide repeat protein 41 (TPR repeat protein 41) (Grp94-neighboring nucleotidase),TTC41P GNN,TTC41P,Q6P2S7
7324,Q6P3S6,FBX42,F-box only protein 42 (Just one F-box and Kelch domain-containing protein),FBXO42 FBX42 JFK KIAA1332,FBXO42,Q6P3S6
7325,Q6P3W2,DJC24,DnaJ homolog subfamily C member 24 (CSL-type zinc finger-containing protein 3) (Diphthamide biosynthesis protein 4),DNAJC24 DPH4 ZCSL3,DNAJC24,Q6P3W2
7326,Q6P3W7,SCYL2,SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa),SCYL2 CVAK104 KIAA1360,SCYL2,Q6P3W7
7327,Q6P3X3,TTC27,Tetratricopeptide repeat protein 27 (TPR repeat protein 27),TTC27,TTC27,Q6P3X3
7328,Q6P461,ACSM6,"Acyl-coenzyme A synthetase ACSM6, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 6)",ACSM6 C10orf129,ACSM6,Q6P461
7329,Q6P474,PDXD2,Putative pyridoxal-dependent decarboxylase domain-containing protein 2 (EC 4.1.1.-) (pyridoxal-dependent decarboxylase domain-containing 2 pseudogene),PDXDC2P PDXDC2,PDXDC2P,Q6P474
7330,Q6P499,NPAL3,NIPA-like protein 3,NIPAL3 NPAL3,NIPAL3,Q6P499
7331,Q6P4A7,SFXN4,Sideroflexin-4 (Breast cancer resistance marker 1),SFXN4 BCRM1,SFXN4,Q6P4A7
7332,Q6P4A8,PLBL1,Phospholipase B-like 1 (EC 3.1.1.-) (LAMA-like protein 1) (Lamina ancestor homolog 1) (Phospholipase B domain-containing protein 1) [Cleaved into: Phospholipase B-like 1 chain A; Phospholipase B-like 1 chain B; Phospholipase B-like 1 chain C],PLBD1,PLBD1,Q6P4A8
7333,Q6P4E1,GOLM2,Protein GOLM2 (Cancer susceptibility candidate gene 4 protein) (CASC4) (Golgi membrane protein 2),GOLM2 CASC4 UNQ2573/PRO6308,GOLM2,Q6P4E1
7334,Q6P4F2,FDX2,"Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)",FDX2 FDX1L,FDX2,Q6P4F2
7335,Q6P4Q7,CNNM4,Metal transporter CNNM4 (Ancient conserved domain-containing protein 4) (Cyclin-M4),CNNM4 ACDP4 KIAA1592,CNNM4,Q6P4Q7
7336,Q6P582,MZT2A,Mitotic-spindle organizing protein 2A (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 2A),MZT2A FAM128A MOZART2A,MZT2A,Q6P582
7337,Q6P587,FAHD1,"Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (YisK-like protein)",FAHD1 C16orf36 YISKL,FAHD1,Q6P587
7338,Q6P597,KLC3,Kinesin light chain 3 (KLC2-like) (kinesin light chain 2),KLC3 KLC2 KLC2L,KLC3,Q6P597
7339,Q6P5S2,LEG1H,Protein LEG1 homolog,LEG1 C6orf58,LEG1,Q6P5S2
7340,Q6P5X5,CV039,UPF0545 protein C22orf39,C22orf39,C22orf39,Q6P5X5
7341,Q6P6B1,ERIC5,Glutamate-rich protein 5,ERICH5 C8orf47,ERICH5,Q6P6B1
7342,Q6P6B7,ANR16,Ankyrin repeat domain-containing protein 16,ANKRD16,ANKRD16,Q6P6B7
7343,Q6P6C2,ALKB5,RNA demethylase ALKBH5 (EC 1.14.11.53) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5),ALKBH5 ABH5 OFOXD1,ALKBH5,Q6P6C2
7344,Q6P995,F171B,Protein FAM171B,FAM171B KIAA1946 NPD019,FAM171B,Q6P995
7345,Q6P996,PDXD1,Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-),PDXDC1 KIAA0251,PDXDC1,Q6P996
7346,Q6P9B6,MEAK7,"MTOR-associated protein MEAK7 (MEAK7) (MTOR associated protein, eak-7 homolog) (TBC/LysM-associated domain-containing protein 1) (TLD domain-containing protein 1)",MEAK7 KIAA1609 TLDC1,MEAK7,Q6P9B6
7347,Q6P9B9,INT5,Integrator complex subunit 5 (Int5),INTS5 KIAA1698,INTS5,Q6P9B9
7348,Q6P9F7,LRC8B,Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP),LRRC8B KIAA0231 UNQ6413/PRO21207,LRRC8B,Q6P9F7
7349,Q6PCB0,VWA1,von Willebrand factor A domain-containing protein 1,VWA1,VWA1,Q6PCB0
7350,Q6PCB6,AB17C,Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22),ABHD17C FAM108C1,ABHD17C,Q6PCB6
7351,Q6PCB7,S27A1,Long-chain fatty acid transport protein 1 (FATP-1) (Fatty acid transport protein 1) (EC 6.2.1.15) (Solute carrier family 27 member 1),SLC27A1 ACSVL5 FATP1,SLC27A1,Q6PCB7
7352,Q6PCB8,EMB,Embigin,EMB,EMB,Q6PCB8
7353,Q6PCE3,PGM2L,"Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (PMMLP) (Phosphoglucomutase-2-like 1)",PGM2L1 BM32A,PGM2L1,Q6PCE3
7354,Q6PD62,CTR9,RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1),CTR9 KIAA0155 SH2BP1,CTR9,Q6PD62
7355,Q6PD74,AAGAB,Alpha- and gamma-adaptin-binding protein p34,AAGAB,AAGAB,Q6PD74
7356,Q6PEY2,TBA3E,Tubulin alpha-3E chain (Alpha-tubulin 3E) [Cleaved into: Detyrosinated tubulin alpha-3E chain],TUBA3E,TUBA3E,Q6PEY2
7357,Q6PFW1,VIP1,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (IP6 kinase) (Inositol pyrophosphate synthase 1) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog) (hsVIP1),PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1,PPIP5K1,Q6PFW1
7358,Q6PGN9,PSRC1,Proline/serine-rich coiled-coil protein 1,PSRC1 DDA3 FP3214,PSRC1,Q6PGN9
7359,Q6PGP7,TTC37,Tetratricopeptide repeat protein 37 (TPR repeat protein 37) (SKI3 homolog) (Ski3) (Tricho-hepatic-enteric syndrome protein) (Thespin),TTC37 KIAA0372,TTC37,Q6PGP7
7360,Q6PH85,DCNL2,DCN1-like protein 2 (DCNL2) (DCUN1 domain-containing protein 2) (Defective in cullin neddylation protein 1-like protein 2),DCUN1D2 C13orf17 DCUN1L2,DCUN1D2,Q6PH85
7361,Q6PHR2,ULK3,Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3),ULK3,ULK3,Q6PHR2
7362,Q6PI25,CNIH2,Protein cornichon homolog 2 (CNIH-2) (Cornichon family AMPA receptor auxiliary protein 2) (Cornichon-like protein),CNIH2 CNIL,CNIH2,Q6PI25
7363,Q6PI48,SYDM,"Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",DARS2,DARS2,Q6PI48
7364,Q6PI78,TMM65,Transmembrane protein 65,TMEM65,TMEM65,Q6PI78
7365,Q6PID6,TTC33,Tetratricopeptide repeat protein 33 (TPR repeat protein 33) (Osmosis-responsive factor),TTC33,TTC33,Q6PID6
7366,Q6PII5,HAGHL,Hydroxyacylglutathione hydrolase-like protein (EC 3.1.2.-),HAGHL,HAGHL,Q6PII5
7367,Q6PIJ6,FBX38,F-box only protein 38,FBXO38 SP329,FBXO38,Q6PIJ6
7368,Q6PIL6,KCIP4,Kv channel-interacting protein 4 (KChIP4) (A-type potassium channel modulatory protein 4) (Calsenilin-like protein) (Potassium channel-interacting protein 4),KCNIP4 CALP KCHIP4,KCNIP4,Q6PIL6
7369,Q6PIP6,Q6PIP6,IMPA2 protein (Inositol monophosphatase 2) (Inositol monophosphatase 2 variant 2),IMPA2,IMPA2,Q6PIP6
7370,Q6PIU2,NCEH1,Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1),NCEH1 AADACL1 KIAA1363,NCEH1,Q6PIU2
7371,Q6PIW4,FIGL1,Fidgetin-like protein 1 (EC 3.6.4.-),FIGNL1,FIGNL1,Q6PIW4
7372,Q6PJ69,TRI65,Tripartite motif-containing protein 65,TRIM65,TRIM65,Q6PJ69
7373,Q6PJG6,BRAT1,BRCA1-associated ATM activator 1 (BRCA1-associated protein required for ATM activation protein 1),BRAT1 BAAT1 C7orf27,BRAT1,Q6PJG6
7374,Q6PJG9,LRFN4,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,LRFN4 SALM3,LRFN4,Q6PJG9
7375,Q6PJI9,WDR59,GATOR complex protein WDR59 (WD repeat-containing protein 59),WDR59 KIAA1923 FP977,WDR59,Q6PJI9
7376,Q6PJT7,ZC3HE,Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37),ZC3H14,ZC3H14,Q6PJT7
7377,Q6PJW8,CNST,Consortin,CNST C1orf71,CNST,Q6PJW8
7378,Q6PKG0,LARP1,La-related protein 1 (La ribonucleoprotein domain family member 1),LARP1 KIAA0731 LARP,LARP1,Q6PKG0
7379,Q6PKH6,DR4L2,Dehydrogenase/reductase SDR family member 4-like 2 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 3) (Protein SDR25C3),DHRS4L2 SDR25C3,DHRS4L2,Q6PKH6
7380,Q6PL24,TMED8,Protein TMED8,TMED8 FAM15B L10,TMED8,Q6PL24
7381,Q6PML9,ZNT9,Zinc transporter 9 (ZnT-9) (Human embryonic lung protein) (HuEL) (Solute carrier family 30 member 9),SLC30A9 C4orf1 HUEL,SLC30A9,Q6PML9
7382,Q6PUV4,CPLX2,Complexin-2 (Complexin II) (CPX II) (Synaphin-1),CPLX2,CPLX2,Q6PUV4
7383,Q6Q0C0,TRAF7,E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING finger and WD repeat-containing protein 1) (RING finger protein 119) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7),TRAF7 RFWD1 RNF119,TRAF7,Q6Q0C0
7384,Q6QEF8,CORO6,Coronin-6 (Coronin-like protein E) (Clipin-E),CORO6 PP1009 PP1782 PP1881,CORO6,Q6QEF8
7385,Q6QNY0,BL1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3 (BLOC-1 subunit 3),BLOC1S3 BLOS3,BLOC1S3,Q6QNY0
7386,Q6QNY1,BL1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2) (Centrosome-associated protein),BLOC1S2 BLOS2 CEAP,BLOC1S2,Q6QNY1
7387,Q6R327,RICTR,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3),RICTOR KIAA1999,RICTOR,Q6R327
7388,Q6RW13,ATRAP,Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein),AGTRAP ATRAP,AGTRAP,Q6RW13
7389,Q6S8J3,POTEE,"POTE ankyrin domain family member E (ANKRD26-like family C member 1A) (Prostate, ovary, testis-expressed protein on chromosome 2) (POTE-2)",POTEE A26C1A POTE2,POTEE,Q6S8J3
7390,Q6STE5,SMRD3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C),SMARCD3 BAF60C,SMARCD3,Q6STE5
7391,Q6SZW1,SARM1,NAD(+) hydrolase SARM1 (NADase SARM1) (hSARM1) (EC 3.2.2.6) (NADP(+) hydrolase SARM1) (EC 3.2.2.-) (Sterile alpha and Armadillo repeat protein) (Sterile alpha and TIR motif-containing protein 1) (Sterile alpha motif domain-containing protein 2) (MyD88-5) (SAM domain-containing protein 2) (Tir-1 homolog) (HsTIR),SARM1 KIAA0524 SAMD2 SARM,SARM1,Q6SZW1
7392,Q6T4P5,PLPR3,Phospholipid phosphatase-related protein type 3 (Inactive phospholipid phosphatase PLPPR3) (Lipid phosphate phosphatase-related protein type 3) (PAP-2-like protein 2) (Plasticity-related gene 2 protein) (PRG-2),PLPPR3 LPPR3 PHP2 PRG2,PLPPR3,Q6T4P5
7393,Q6TCH8,Q6TCH8,"Mitochondrial NADP(+)-dependent malic enzyme 3 (NADP-dependent malic enzyme, mitochondrial)",ME3,ME3,Q6TCH8
7394,Q6U841,S4A10,Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10),SLC4A10 NBCN2 NCBE,SLC4A10,Q6U841
7395,Q6UB28,MAP12,"Methionine aminopeptidase 1D, mitochondrial (MAP 1D) (MetAP 1D) (EC 3.4.11.18) (Methionyl aminopeptidase type 1D, mitochondrial) (Peptidase M 1D)",METAP1D MAP1D,METAP1D,Q6UB28
7396,Q6UB35,C1TM,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)",MTHFD1L FTHFSDC1,MTHFD1L,Q6UB35
7397,Q6UB98,ANR12,Ankyrin repeat domain-containing protein 12 (Ankyrin repeat-containing cofactor 2) (GAC-1 protein),ANKRD12 ANCO2 KIAA0874,ANKRD12,Q6UB98
7398,Q6ULP2,AFTIN,Aftiphilin,AFTPH AFTH,AFTPH,Q6ULP2
7399,Q6UN15,FIP1,Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia),FIP1L1 FIP1 RHE,FIP1L1,Q6UN15
7400,Q6UUV7,CRTC3,CREB-regulated transcription coactivator 3 (Transducer of regulated cAMP response element-binding protein 3) (TORC-3) (Transducer of CREB protein 3),CRTC3 TORC3,CRTC3,Q6UUV7
7401,Q6UUV9,CRTC1,CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1) (Transducer of regulated cAMP response element-binding protein 1) (TORC-1) (Transducer of CREB protein 1),CRTC1 KIAA0616 MECT1 TORC1 WAMTP1,CRTC1,Q6UUV9
7402,Q6UVK1,CSPG4,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan),CSPG4 MCSP,CSPG4,Q6UVK1
7403,Q6UVY6,MOXD1,DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X),MOXD1 MOX UNQ2493/PRO5780,MOXD1,Q6UVY6
7404,Q6UW01,CBLN3,Cerebellin-3,CBLN3 UNQ755/PRO1486,CBLN3,Q6UW01
7405,Q6UW02,CP20A,Cytochrome P450 20A1 (EC 1.14.-.-),CYP20A1 UNQ667/PRO1301,CYP20A1,Q6UW02
7406,Q6UW50,Q6UW50,TOM1,UNQ1844,,Q6UW50
7407,Q6UW68,TM205,Transmembrane protein 205,TMEM205 UNQ501/PRO1018,TMEM205,Q6UW68
7408,Q6UWE0,LRSM1,E3 ubiquitin-protein ligase LRSAM1 (EC 2.3.2.27) (Leucine-rich repeat and sterile alpha motif-containing protein 1) (RING-type E3 ubiquitin transferase LRSAM1) (Tsg101-associated ligase) (hTAL),LRSAM1 TAL UNQ6496/PRO21356,LRSAM1,Q6UWE0
7409,Q6UWP2,DHR11,Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1),DHRS11 SDR24C1 UNQ836/PRO1774,DHRS11,Q6UWP2
7410,Q6UWP7,LCLT1,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1),LCLAT1 AGPAT8 ALCAT1 LYCAT UNQ1849/PRO3579,LCLAT1,Q6UWP7
7411,Q6UWP8,SBSN,Suprabasin,SBSN UNQ698/PRO1343,SBSN,Q6UWP8
7412,Q6UWR7,ENPP6,Glycerophosphocholine cholinephosphodiesterase ENPP6 (GPC-Cpde) (EC 3.1.4.-) (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6) (E-NPP 6) (NPP-6),ENPP6 UNQ1889/PRO4334,ENPP6,Q6UWR7
7413,Q6UWU4,CF089,Bombesin receptor-activated protein C6orf89 (Amfion),C6orf89 BRAP UNQ177/PRO203,C6orf89,Q6UWU4
7414,Q6UWV6,ENPP7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (E-NPP 7) (NPP-7) (EC 3.1.4.12) (Alkaline sphingomyelin phosphodiesterase) (Intestinal alkaline sphingomyelinase) (Alk-SMase),ENPP7 UNQ3077/PRO9912,ENPP7,Q6UWV6
7415,Q6UWY5,OLFL1,Olfactomedin-like protein 1,OLFML1 UNQ564/PRO1126,OLFML1,Q6UWY5
7416,Q6UX04,CWC27,Spliceosome-associated protein CWC27 homolog (Antigen NY-CO-10) (Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog) (PPIase CWC27) (Serologically defined colon cancer antigen 10),CWC27 SDCCAG10 UNQ438/PRO871,CWC27,Q6UX04
7417,Q6UX07,DHR13,Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5) (Protein SDR7C5),DHRS13 SDR7C5 UNQ419/PRO853,DHRS13,Q6UX07
7418,Q6UX53,MET7B,Thiol S-methyltransferase METTL7B (Methyltransferase-like protein 7B) (EC 2.1.1.9),METTL7B UNQ594/PRO1180,METTL7B,Q6UX53
7419,Q6UX71,PXDC2,Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein),PLXDC2 TEM7R UNQ2514/PRO6003,PLXDC2,Q6UX71
7420,Q6UXB8,PI16,Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364),PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328,PI16,Q6UXB8
7421,Q6UXD5,SE6L2,Seizure 6-like protein 2,SEZ6L2 PSK UNQ1903/PRO4349,SEZ6L2,Q6UXD5
7422,Q6UXG2,ELAP1,Endosome/lysosome-associated apoptosis and autophagy regulator 1 (Estrogen-induced gene 121 protein),ELAPOR1 EIG121 KIAA1324 UNQ2426/PRO4985,ELAPOR1,Q6UXG2
